ChargeCode,InstallationNo,LineNo,ChargeCardNo,Date,Time,Destination,CalledNo,Duration,TxtDirectRebate,Cost
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:01,Belfast,028 9027 9090     ,00:00:46,0,0.065
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,10:01,Kilrea,028 2954 0191     ,00:00:25,0,0.065
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:02,Belfast,028 9057 9000     ,00:03:42,0,0.18
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,10:02,Mountfield,028 8077 1693     ,00:00:42,0,0.09
Intnl         ,2890735600,90735600/0001  ,,08/11/2006,10:03,Ireland Rep,35316377200,00:01:56,0,0.185
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:04,Belfast,028 9020 7301     ,00:00:30,0,0.05
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:05,Newtownards,028 9181 3653     ,00:00:33,0,0.055
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:06,Belfast,028 9027 5540     ,00:03:26,0,0.17
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,10:06,Mobile Phone,07920 187555      ,00:04:24,0,0.63
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:06,Newtownards,028 9182 1999     ,00:02:17,0,0.125
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:08,Belfast,028 9092 1270     ,00:00:16,0,0.045
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,10:11,Mobile Phone,07920 187555      ,00:01:05,0,0.18
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,10:12,Mobile Phone,07879 436338      ,00:01:22,0,0.22
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,10:12,Ballywater,028 4275 7000     ,00:01:18,0,0.135
D Enq         ,2890735600,90735600/0001  ,,08/11/2006,10:13,Directory,118500,00:04:12,0,1.275
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:14,Newtownards,028 9182 8100     ,00:02:51,0,0.145
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,10:15,Newry,028 3025 4962     ,00:00:53,0,0.105
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,10:15,Lurgan,028 3832 2395     ,00:00:44,0,0.09
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:16,Belfast,028 9073 8000     ,00:00:13,0,0.04
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,10:17,Mobile Phone,07808 896369      ,00:07:13,0,0.825
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,10:17,Mobile Phone,07920 187555      ,00:00:57,0,0.16
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:18,Belfast,028 9056 5907     ,00:07:57,0,0.35
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:19,Belfast,028 9032 5835     ,00:00:14,0,0.04
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:21,Comber,028 9187 8982     ,00:00:47,0,0.065
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,10:22,Draperstown,028 7962 8362     ,00:00:17,0,0.055
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:23,Belfast,028 9024 4999     ,00:01:14,0,0.08
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:23,Belfast,028 9037 1200     ,00:00:11,0,0.04
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:26,Antrim,028 9446 1509     ,00:00:10,0,0.04
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:26,Belfast,028 9056 5907     ,00:00:21,0,0.045
D Enq         ,2890735600,90735600/0001  ,,08/11/2006,10:26,Directory,118500,00:00:03,0,0.43
D Enq         ,2890735600,90735600/0001  ,,08/11/2006,10:27,Directory,118500,00:03:54,0,1.215
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:28,Belfast,028 9055 3300     ,00:00:33,0,0.055
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,10:28,Craigavon,028 3834 2621     ,00:00:10,0,0.045
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:30,Carryduff,028 9081 4074     ,00:01:08,0,0.08
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:31,Ballynahinch,028 9756 2250     ,00:04:12,0,0.2
0845 numbers       ,2890735600,90735600/0001  ,,08/11/2006,10:32,0845 Numbers,08455 842850      ,00:00:05,0,0.05
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:32,Carryduff,028 9081 7181     ,00:01:32,0,0.095
Intnl         ,2890735600,90735600/0001  ,,08/11/2006,10:32,USA,18009336262,00:01:13,0,0.335
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:37,Belfast,028 9093 0012     ,00:00:33,0,0.055
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:38,Belfast,028 9034 2433     ,00:00:17,0,0.045
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:38,Ballynahinch,028 9756 3510     ,00:02:59,0,0.15
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,10:40,Kilkeel,028 4176 3284     ,00:00:04,0,0.04
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:43,Glengormley,028 9083 8300     ,00:01:16,0,0.085
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:44,Belfast,028 9045 5399     ,00:04:03,0,0.195
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,10:44,Mobile Phone,07808 896369      ,00:01:02,0,0.145
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:45,Belfast,028 9060 2707     ,00:00:44,0,0.06
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,10:47,Mobile Phone,07710 377061      ,00:00:56,0,0.135
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:49,Belfast,028 9037 0030     ,00:04:01,0,0.195
0870 numbers      ,2890735600,90735600/0001  ,,08/11/2006,10:49,0870 Numbers,08705 990011      ,00:01:49,0,0.123
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,10:50,Mobile Phone,07908 338185      ,00:03:09,0,0.44
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,10:50,Mobile Phone,07971 653173      ,00:01:46,0,0.24
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:51,Whiteabbey,028 9085 4000     ,00:08:08,0,0.36
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:54,Belfast,028 9028 4800     ,00:01:03,0,0.075
Local         ,2890735600,90735600/0001  ,,08/11/2006,10:56,Belfast,028 9028 4800     ,00:02:00,0,0.11
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,10:56,Donaghmore,028 8776 1252     ,00:00:10,0,0.045
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,10:56,Mobile Phone,07887 765639      ,00:00:53,0,0.15
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,10:56,Stowmarket,01449 612343      ,00:01:11,0,0.125
0845 numbers       ,2890735600,90735600/0001  ,,08/11/2006,11:15,0845 Numbers,08455 842950      ,00:00:50,0,0.05
Local         ,2890735600,90735600/0001  ,,08/11/2006,11:23,Belfast,028 9028 4800     ,00:01:07,0,0.075
Intnl         ,2890735600,90735600/0001  ,,08/11/2006,11:31,USA,18004272449,00:03:56,0,1.015
Local         ,2890735600,90735600/0001  ,,08/11/2006,11:32,Belfast,028 9044 5100     ,00:00:18,0,0.045
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,11:38,Mobile Phone,07920 187555      ,00:04:48,0,0.685
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,11:47,Mobile Phone,07900 248601      ,00:00:21,0,0.08
Local         ,2890735600,90735600/0001  ,,08/11/2006,11:50,Belfast,028 9027 9090     ,00:00:05,0,0.035
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,11:53,Newtwnstewrt,028 8166 1207     ,00:00:27,0,0.07
Local         ,2890735600,90735600/0001  ,,08/11/2006,11:56,Belfast,028 9057 9000     ,00:20:48,0,0.865
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,12:03,Mobile Phone,07920 187555      ,00:00:56,0,0.16
0870 numbers      ,2890735600,90735600/0001  ,,08/11/2006,12:05,0870 Numbers,08705 204204      ,00:03:36,0,0.243
Intnl         ,2890735600,90735600/0001  ,,08/11/2006,12:07,Ireland Rep,35316292141,00:01:31,0,0.155
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,12:08,Mobile Phone,07787 572241      ,00:00:28,0,0.095
0870 numbers      ,2890735600,90735600/0001  ,,08/11/2006,12:16,0870 Numbers,08701 780240      ,00:03:59,0,0.269
Local         ,2890735600,90735600/0001  ,,08/11/2006,12:19,Newtownards,028 9182 8100     ,00:01:42,0,0.1
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,12:21,Mobile Phone,07841 560744      ,00:02:15,0,0.28
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,12:26,Coleraine,028 7032 5135     ,00:01:54,0,0.185
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,12:36,Mobile Phone,07920 187555      ,00:00:22,0,0.08
Local         ,2890735600,90735600/0001  ,,08/11/2006,12:37,Comber,028 9187 8956     ,00:00:54,0,0.07
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,12:44,Mobile Phone,07841 560743      ,00:01:33,0,0.205
Local         ,2890735600,90735600/0001  ,,08/11/2006,12:46,Belfast,028 9037 0030     ,00:04:57,0,0.23
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,12:46,Hull,01482 607350      ,00:10:30,0,0.87
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,12:49,Mobile Phone,07920 187557      ,00:03:12,0,0.465
Local         ,2890735600,90735600/0001  ,,08/11/2006,12:51,Belfast,028 9054 1826     ,00:01:17,0,0.085
0870 numbers      ,2890735600,90735600/0001  ,,08/11/2006,12:51,0870 Numbers,08709 074798      ,00:00:36,0,0.05
Local         ,2890735600,90735600/0001  ,,08/11/2006,12:54,Belfast,028 9068 2994     ,00:03:36,0,0.175
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,12:54,Mobile Phone,07920 187557      ,00:07:13,0,1.01
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,12:59,Newry,028 3025 4962     ,00:00:07,0,0.04
Local         ,2890735600,90735600/0001  ,,08/11/2006,13:02,Lisburn,028 9266 0066     ,00:00:16,0,0.045
D Enq         ,2890735600,90735600/0001  ,,08/11/2006,13:03,Directory,118878,00:00:28,0,0.34
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,13:03,Mobile Phone,07879 436338      ,00:02:23,0,0.355
Local         ,2890735600,90735600/0001  ,,08/11/2006,13:04,Maze,028 9262 2423     ,00:00:08,0,0.04
0870 numbers      ,2890735600,90735600/0001  ,,08/11/2006,13:09,0870 Numbers,08702 257879      ,00:05:07,0,0.345
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,13:12,Hull,01482 607350      ,00:01:12,0,0.13
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,13:25,Mobile Phone,07710 836915      ,00:00:37,0,0.1
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,13:27,Mobile Phone,07780 585778      ,00:00:49,0,0.145
0870 numbers      ,2890735600,90735600/0001  ,,08/11/2006,13:30,0870 Numbers,08702 257879      ,00:00:52,0,0.059
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,13:31,London,020 8849 2251     ,00:01:33,0,0.155
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,13:33,Poulton-le-F,01253 894488      ,00:02:24,0,0.225
Local         ,2890735600,90735600/0001  ,,08/11/2006,13:35,Newtownards,028 9182 8100     ,00:02:16,0,0.125
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,13:49,Downpatrick,028 4461 2565     ,00:00:21,0,0.06
Local         ,2890735600,90735600/0001  ,,08/11/2006,13:51,Holywood,028 9042 3877     ,00:01:03,0,0.075
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,13:52,Mobile Phone,07768 460499      ,00:00:48,0,0.14
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,13:52,Mobile Phone,07909 994990      ,00:00:03,0,0.04
Local         ,2890735600,90735600/0001  ,,08/11/2006,14:05,Belfast,028 9072 5700     ,00:04:30,0,0.21
Local         ,2890735600,90735600/0001  ,,08/11/2006,14:14,Belfast,028 9076 3359     ,00:04:37,0,0.215
Local         ,2890735600,90735600/0001  ,,08/11/2006,14:23,Belfast,028 9066 2366     ,00:02:54,0,0.15
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,14:26,Mobile Phone,07887 995373      ,00:10:37,0,1.47
Local         ,2890735600,90735600/0001  ,,08/11/2006,14:26,Bangor NI,028 9146 0459     ,00:05:03,0,0.235
Local         ,2890735600,90735600/0001  ,,08/11/2006,14:33,Belfast,028 9062 8877     ,00:00:55,0,0.07
Local         ,2890735600,90735600/0001  ,,08/11/2006,14:35,Newtownards,028 9181 1538     ,00:01:15,0,0.08
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,14:37,Aberdeen,01224 4114616     ,00:02:00,0,0.19
Local         ,2890735600,90735600/0001  ,,08/11/2006,14:54,Lisburn,028 9266 2364     ,00:01:22,0,0.085
Local         ,2890735600,90735600/0001  ,,08/11/2006,14:57,Lisburn,028 9266 7264     ,00:03:40,0,0.18
Local         ,2890735600,90735600/0001  ,,08/11/2006,15:00,Belfast,028 9028 4800     ,00:00:50,0,0.065
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,15:02,Mobile Phone,07920 187555      ,00:00:46,0,0.135
Local         ,2890735600,90735600/0001  ,,08/11/2006,15:03,Belfast,028 9037 0030     ,00:00:43,0,0.06
Local         ,2890735600,90735600/0001  ,,08/11/2006,15:04,Castlereagh,028 9044 9101     ,00:05:45,0,0.26
Local         ,2890735600,90735600/0001  ,,08/11/2006,15:09,Holywood,028 9042 5859     ,00:02:49,0,0.145
Ntnl          ,2890735600,90735600/0001  ,,08/11/2006,15:19,Newry,028 3025 4960     ,00:03:23,0,0.305
Local         ,2890735600,90735600/0001  ,,08/11/2006,15:36,Belfast,028 9066 3122     ,00:01:19,0,0.085
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,15:39,Mobile Phone,07721 959645      ,00:00:36,0,0.115
Local         ,2890735600,90735600/0001  ,,08/11/2006,15:39,Belfast,028 9065 3006     ,00:05:53,0,0.27
Local         ,2890735600,90735600/0001  ,,08/11/2006,15:48,Belfast,028 9027 9073     ,00:01:44,0,0.1
Local         ,2890735600,90735600/0001  ,,08/11/2006,15:49,Whiteabbey,028 9036 5950     ,00:00:55,0,0.07
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,15:51,Mobile Phone,07920 832227      ,00:00:24,0,0.085
Local         ,2890735600,90735600/0001  ,,08/11/2006,16:00,Lisburn,028 9264 0827     ,00:00:51,0,0.065
Local         ,2890735600,90735600/0001  ,,08/11/2006,16:04,Belfast,028 9034 2531     ,00:12:05,0,0.515
Local         ,2890735600,90735600/0001  ,,08/11/2006,16:06,Bangor NI,028 9145 0111     ,00:17:31,0,0.735
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,16:12,Mobile Phone,07787 572241      ,00:00:25,0,0.09
Local         ,2890735600,90735600/0001  ,,08/11/2006,16:29,Belfast,028 9024 3686     ,00:00:59,0,0.07
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,16:46,Mobile Phone,07919 278136      ,00:01:32,0,0.24
Local         ,2890735600,90735600/0001  ,,08/11/2006,16:48,Belfast,028 9027 9073     ,00:00:38,0,0.06
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,17:27,Mobile Phone,07721 959645      ,00:03:36,0,0.52
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,17:27,Mobile Phone,07784 5530398     ,00:00:17,0,0.065
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,17:57,Mobile Phone,07814 943170      ,00:00:40,0,0.11
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,18:00,Mobile Phone,07814 943170      ,00:00:05,0,0.04
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,18:00,Mobile Phone,07971 570334      ,00:03:22,0,0.355
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,18:48,Mobile Phone,07710 836915      ,00:03:52,0,0.435
Mobile        ,2890735600,90735600/0001  ,,08/11/2006,18:58,Mobile Phone,07920 832282      ,00:04:14,0,0.33
Local         ,2890735600,90735600/0001  ,,09/11/2006,08:33,Newtownards,028 9181 2747     ,00:00:52,0,0.065
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,08:52,Mobile Phone,07920 832282      ,00:05:26,0,0.77
Local         ,2890735600,90735600/0001  ,,09/11/2006,08:58,Belfast,028 9044 2429     ,00:00:24,0,0.05
Local         ,2890735600,90735600/0001  ,,09/11/2006,09:01,Carryduff,028 9081 3075     ,00:00:51,0,0.065
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,09:05,Mobile Phone,07920 832282      ,00:02:15,0,0.335
Local         ,2890735600,90735600/0001  ,,09/11/2006,09:07,Belfast,028 9065 3777     ,00:00:28,0,0.05
Local         ,2890735600,90735600/0001  ,,09/11/2006,09:17,Belfast,028 9053 4155     ,00:00:35,0,0.055
Local         ,2890735600,90735600/0001  ,,09/11/2006,09:18,Lisburn,028 9262 5891     ,00:00:14,0,0.04
Local         ,2890735600,90735600/0001  ,,09/11/2006,09:20,Castlereagh,028 9044 9101     ,00:05:53,0,0.27
0845 numbers       ,2890735600,90735600/0001  ,,09/11/2006,09:22,0845 Numbers,08450 760106      ,00:03:32,0,0.119
0845 numbers       ,2890735600,90735600/0001  ,,09/11/2006,09:30,0845 Numbers,08457 112114      ,00:07:50,0,0.264
Ntnl          ,2890735600,90735600/0001  ,,09/11/2006,09:31,Boston,01205 355611      ,00:01:30,0,0.15
Local         ,2890735600,90735600/0001  ,,09/11/2006,09:33,Maze,028 9262 2626     ,00:00:41,0,0.06
Local         ,2890735600,90735600/0001  ,,09/11/2006,09:39,Crumlin,028 9442 1967     ,00:00:16,0,0.045
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,09:40,Mobile Phone,07920 832282      ,00:01:46,0,0.27
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,09:52,Mobile Phone,07920 186622      ,00:00:35,0,0.11
Intnl         ,2890735600,90735600/0001  ,,09/11/2006,09:52,Ireland Rep,35317078860,00:04:37,0,0.4
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,10:10,Mobile Phone,07920 187555      ,00:00:04,0,0.04
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,10:10,Mobile Phone,07789 758499      ,00:02:18,0,0.345
Ntnl          ,2890735600,90735600/0001  ,,09/11/2006,10:14,Lurgan,028 3832 4332     ,00:00:14,0,0.05
Local         ,2890735600,90735600/0001  ,,09/11/2006,10:15,Crumlin,028 9442 1967     ,00:02:48,0,0.145
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,10:16,Mobile Phone,07887 995373      ,00:00:30,0,0.1
Local         ,2890735600,90735600/0001  ,,09/11/2006,10:21,Maze,028 9262 2626     ,00:00:29,0,0.05
Local         ,2890735600,90735600/0001  ,,09/11/2006,10:23,Belfast,028 9078 8300     ,00:00:29,0,0.05
Ntnl          ,2890735600,90735600/0001  ,,09/11/2006,10:27,Toomebridge,028 7965 9917     ,00:00:54,0,0.105
Local         ,2890735600,90735600/0001  ,,09/11/2006,10:34,Holywood,028 9042 5980     ,00:00:43,0,0.06
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,10:37,Mobile Phone,07812 438080      ,00:02:05,0,0.275
Local         ,2890735600,90735600/0001  ,,09/11/2006,10:37,Crumlin,028 9442 1967     ,00:00:29,0,0.05
Local         ,2890735600,90735600/0001  ,,09/11/2006,10:49,Newtownards,028 9181 1538     ,00:07:37,0,0.335
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,10:51,Mobile Phone,07968 185481      ,00:00:21,0,0.075
Local         ,2890735600,90735600/0001  ,,09/11/2006,10:52,Belfast,028 9080 8777     ,00:00:39,0,0.06
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,10:52,Mobile Phone,07710 377061      ,00:00:24,0,0.075
Local         ,2890735600,90735600/0001  ,,09/11/2006,10:54,Belfast,028 9037 0030     ,00:07:24,0,0.33
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,11:01,Mobile Phone,07710 377061      ,00:01:20,0,0.18
Local         ,2890735600,90735600/0001  ,,09/11/2006,11:03,Belfast,028 9024 9659     ,00:00:51,0,0.065
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,11:12,Mobile Phone,07784 530398      ,00:01:25,0,0.19
Local         ,2890735600,90735600/0001  ,,09/11/2006,11:13,Belfast,028 9024 1818     ,00:01:02,0,0.075
Local         ,2890735600,90735600/0001  ,,09/11/2006,11:19,Belfast,028 9053 3364     ,00:01:37,0,0.095
Local         ,2890735600,90735600/0001  ,,09/11/2006,11:21,Dundonald,028 9048 4008     ,00:03:17,0,0.165
Local         ,2890735600,90735600/0001  ,,09/11/2006,11:23,Belfast,028 9065 3006     ,00:01:33,0,0.095
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,11:25,Mobile Phone,07968 185481      ,00:00:34,0,0.1
Local         ,2890735600,90735600/0001  ,,09/11/2006,11:27,Belfast,028 9053 3364     ,00:00:19,0,0.045
Local         ,2890735600,90735600/0001  ,,09/11/2006,11:31,Glengormley,028 9083 8999     ,00:01:47,0,0.105
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,11:38,Mobile Phone,07802 380005      ,00:00:56,0,0.135
Local         ,2890735600,90735600/0001  ,,09/11/2006,11:39,Belfast,028 9037 1200     ,00:00:45,0,0.06
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,11:44,Mobile Phone,07789 552155      ,00:00:19,0,0.075
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,11:49,Mobile Phone,07920 186622      ,00:00:07,0,0.05
Local         ,2890735600,90735600/0001  ,,09/11/2006,11:57,Belfast,028 9089 3996     ,00:01:16,0,0.085
Ntnl          ,2890735600,90735600/0001  ,,09/11/2006,11:57,Armagh,028 3751 1374     ,00:01:15,0,0.13
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,12:06,Mobile Phone,07712 866777      ,00:02:46,0,0.335
Local         ,2890735600,90735600/0001  ,,09/11/2006,12:16,Glengormley,028 9083 8999     ,00:01:06,0,0.075
Ntnl          ,2890735600,90735600/0001  ,,09/11/2006,12:21,Toomebridge,028 7965 9917     ,00:04:21,0,0.38
Local         ,2890735600,90735600/0001  ,,09/11/2006,12:25,Glengormley,028 9083 8999     ,00:03:46,0,0.185
Local         ,2890735600,90735600/0001  ,,09/11/2006,12:31,Belfast,028 9024 9659     ,00:00:41,0,0.06
Local         ,2890735600,90735600/0001  ,,09/11/2006,12:40,Ballynahinch,028 9756 3907     ,00:01:31,0,0.095
Ntnl          ,2890735600,90735600/0001  ,,09/11/2006,12:41,Seaforde,028 4481 1685     ,00:00:34,0,0.08
Ntnl          ,2890735600,90735600/0001  ,,09/11/2006,12:42,Newry,028 3022 4668     ,00:00:24,0,0.065
Ntnl          ,2890735600,90735600/0001  ,,09/11/2006,12:42,Seaforde,028 4481 1685     ,00:00:49,0,0.1
Local         ,2890735600,90735600/0001  ,,09/11/2006,12:48,Holywood,028 9042 5859     ,00:00:45,0,0.06
Ntnl          ,2890735600,90735600/0001  ,,09/11/2006,12:59,Newry,028 3025 6645     ,00:04:39,0,0.405
Local         ,2890735600,90735600/0001  ,,09/11/2006,13:07,Belfast,028 9027 8616     ,00:01:36,0,0.095
0845 numbers       ,2890735600,90735600/0001  ,,09/11/2006,13:08,0845 Numbers,08456 022014      ,00:02:49,0,0.095
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,13:11,Mobile Phone,07880 504469      ,00:00:35,0,0.11
Local         ,2890735600,90735600/0001  ,,09/11/2006,13:13,Belfast,028 9037 0030     ,00:04:23,0,0.21
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,13:13,Mobile Phone,07880 504469      ,00:01:17,0,0.205
Local         ,2890735600,90735600/0001  ,,09/11/2006,13:19,Belfast,028 9028 4800     ,00:02:51,0,0.145
Local         ,2890735600,90735600/0001  ,,09/11/2006,13:26,Belfast,028 9028 4800     ,00:01:11,0,0.08
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,13:39,Mobile Phone,07712 866777      ,00:26:06,0,2.905
Intnl         ,2890735600,90735600/0001  ,,09/11/2006,13:53,Germany,4.92103E+11,00:00:38,0,0.22
Local         ,2890735600,90735600/0001  ,,09/11/2006,13:59,Belfast,028 9072 9522     ,00:00:02,0,0.035
Intnl         ,2890735600,90735600/0001  ,,09/11/2006,14:01,,4.92118E+13,00:01:36,0,0.51
Intnl         ,2890735600,90735600/0001  ,,09/11/2006,14:03,,4.92118E+13,00:29:20,0,8.83
Ntnl          ,2890735600,90735600/0001  ,,09/11/2006,14:05,Toomebridge,028 7965 9917     ,00:00:29,0,0.07
Local         ,2890735600,90735600/0001  ,,09/11/2006,14:13,Lisburn,028 9262 9636     ,00:05:54,0,0.27
Local         ,2890735600,90735600/0001  ,,09/11/2006,14:14,Belfast,028 9070 5678     ,00:00:17,0,0.045
Local         ,2890735600,90735600/0001  ,,09/11/2006,14:19,Comber,028 9187 8982     ,00:00:36,0,0.055
Local         ,2890735600,90735600/0001  ,,09/11/2006,14:26,Belfast,028 9066 7637     ,00:00:33,0,0.055
Mobile        ,2890735600,90735600/0001  ,,09/11/2006,14:35,Mobile Phone,07810 007837      ,00:04:03,0,0.58
